Date (GMT+1),Wind offshore,Wind onshore,Solar
,Power (MW),Power (MW),Power (MW)
2017-01-01T00:00+01:00,3296.4,12158.5,0
2017-01-01T00:15+01:00,3301,12208,0
2017-01-01T00:30+01:00,3299.7,12305.5,0
2017-01-01T00:45+01:00,3302.2,12276.4,0
2017-01-01T01:00+01:00,3304.1,12286.3,0
2017-01-01T01:15+01:00,3300.1,12246,0
2017-01-01T01:30+01:00,3299.6,12281.7,0
2017-01-01T01:45+01:00,3296.3,12250.2,0
2017-01-01T02:00+01:00,3297,12235.9,0
2017-01-01T02:15+01:00,3295.5,12108.9,0
2017-01-01T02:30+01:00,3295.8,11886.9,0
2017-01-01T02:45+01:00,3293.8,11813.3,0
2017-01-01T03:00+01:00,3294.6,11757.4,0
2017-01-01T03:15+01:00,3295.4,11720.4,0
2017-01-01T03:30+01:00,3297.2,11681.5,0
2017-01-01T03:45+01:00,3298.1,11722.5,0
2017-01-01T04:00+01:00,3298.5,11797.2,0
2017-01-01T04:15+01:00,3297.1,11789.6,0
2017-01-01T04:30+01:00,3293.2,11788.6,0.1
2017-01-01T04:45+01:00,3291.2,11900.8,0.1
2017-01-01T05:00+01:00,3293.5,11994.9,0.1
2017-01-01T05:15+01:00,3295.3,12079.9,0.1
2017-01-01T05:30+01:00,3281,12099.6,0.1
2017-01-01T05:45+01:00,3274.1,12158.3,0.2
2017-01-01T06:00+01:00,3264.5,12491.1,0.1
2017-01-01T06:15+01:00,3206.1,12453.2,0.1
2017-01-01T06:30+01:00,3154.2,12453.6,0.1
2017-01-01T06:45+01:00,3111.1,12629.8,0.1
2017-01-01T07:00+01:00,3014.8,12708.7,0.1
2017-01-01T07:15+01:00,2893,12661.5,1.2
2017-01-01T07:30+01:00,2842.7,12793.5,1.3
2017-01-01T07:45+01:00,2789.1,12970.9,1.5
2017-01-01T08:00+01:00,2779.5,12961.5,22.6
2017-01-01T08:15+01:00,2683.8,13058.1,91.2
2017-01-01T08:30+01:00,2606.8,13121.9,293.2
2017-01-01T08:45+01:00,2611.8,13181.1,700.5
2017-01-01T09:00+01:00,2617.2,13185.6,1218.4
2017-01-01T09:15+01:00,2612.1,13111.4,1789.3
2017-01-01T09:30+01:00,2591.1,12977,2385
2017-01-01T09:45+01:00,2593.3,12793,3104.5
2017-01-01T10:00+01:00,2517.2,12533.2,3858.6
2017-01-01T10:15+01:00,2388.1,12200,4535.3
2017-01-01T10:30+01:00,2218.3,11762.1,5093.8
2017-01-01T10:45+01:00,2126.2,11346.2,5791
2017-01-01T11:00+01:00,2056.8,11162.8,6365.6
2017-01-01T11:15+01:00,2149.7,10922.9,6839.1
2017-01-01T11:30+01:00,2258.7,10814.2,7315.8
2017-01-01T11:45+01:00,2249.3,10578.2,7726
2017-01-01T12:00+01:00,2161.4,10416.1,8063.7
2017-01-01T12:15+01:00,2116.8,10234.6,8161.2
2017-01-01T12:30+01:00,1872.5,9957,8263.6
2017-01-01T12:45+01:00,1681.5,9729.2,8149.3
2017-01-01T13:00+01:00,1529.8,9683.2,7837.3
2017-01-01T13:15+01:00,1464.6,9630.8,7590.8
2017-01-01T13:30+01:00,1424.5,9546,7106.8
2017-01-01T13:45+01:00,1312.6,9393.8,6587.7
2017-01-01T14:00+01:00,1049.6,9223.5,5930.3
2017-01-01T14:15+01:00,858.4,9114.1,5179.9
2017-01-01T14:30+01:00,670.2,8905.7,4356.1
2017-01-01T14:45+01:00,563.5,8783.7,3595.9
2017-01-01T15:00+01:00,484.4,8650.4,2766.2
2017-01-01T15:15+01:00,408.5,8526.7,1976
2017-01-01T15:30+01:00,440.8,8538,1277.3
2017-01-01T15:45+01:00,484.1,8544.6,714.9
2017-01-01T16:00+01:00,556.2,8434.9,323.1
2017-01-01T16:15+01:00,521.4,8488,105.4
2017-01-01T16:30+01:00,464.6,8598.7,35.1
2017-01-01T16:45+01:00,567.1,8670.7,7.8
2017-01-01T17:00+01:00,590.5,8788.5,0.2
2017-01-01T17:15+01:00,580.2,8972.2,0.2
2017-01-01T17:30+01:00,574.4,9053.4,0.1
2017-01-01T17:45+01:00,636.8,9131.9,1.2
2017-01-01T18:00+01:00,785.5,9179.3,0.1
2017-01-01T18:15+01:00,770.1,9100.6,0.1
2017-01-01T18:30+01:00,733.3,9093.4,0.1
2017-01-01T18:45+01:00,733.7,9103.3,0.1
2017-01-01T19:00+01:00,749.9,9166.1,0.2
2017-01-01T19:15+01:00,849.1,9218.4,0.1
2017-01-01T19:30+01:00,969.6,9289.8,0.1
2017-01-01T19:45+01:00,1165.5,9450.1,0.1
2017-01-01T20:00+01:00,1435.3,9532.3,0.1
2017-01-01T20:15+01:00,1478.7,9526.6,0.1
2017-01-01T20:30+01:00,1615.1,9504,0.1
2017-01-01T20:45+01:00,1801.1,9464.1,0.1
2017-01-01T21:00+01:00,1926.9,9550.8,0.1
2017-01-01T21:15+01:00,1950.6,9587.5,0.1
2017-01-01T21:30+01:00,1996.6,9655.7,0.2
2017-01-01T21:45+01:00,2046.7,9829.3,0.1
2017-01-01T22:00+01:00,2246.2,9846.1,0
2017-01-01T22:15+01:00,2383.3,9764.5,0
2017-01-01T22:30+01:00,2493.8,9945.9,0
2017-01-01T22:45+01:00,2661.6,9976.1,0
2017-01-01T23:00+01:00,2645.6,9671.2,0
2017-01-01T23:15+01:00,2637.8,9505.1,0
2017-01-01T23:30+01:00,2739.9,9422,0
2017-01-01T23:45+01:00,2823.8,9406.1,0
2017-01-02T00:00+01:00,2861.8,9401.6,0
2017-01-02T00:15+01:00,2913.7,9400.3,0
2017-01-02T00:30+01:00,3010.1,9460.4,0
2017-01-02T00:45+01:00,3047.8,9528.3,0
2017-01-02T01:00+01:00,3035.7,9686.7,0
2017-01-02T01:15+01:00,3047.4,9901.7,0
2017-01-02T01:30+01:00,3008.9,9929,0
2017-01-02T01:45+01:00,2871.7,9828.8,0
2017-01-02T02:00+01:00,2787,9838.7,0
2017-01-02T02:15+01:00,2720.2,9768.7,0
2017-01-02T02:30+01:00,2596,9828.6,0
2017-01-02T02:45+01:00,2488.2,9951.2,0
2017-01-02T03:00+01:00,2500.3,10010.1,0
2017-01-02T03:15+01:00,2470.2,9966.1,0
2017-01-02T03:30+01:00,2313.9,9912.2,0
2017-01-02T03:45+01:00,2299.7,9828.5,0
2017-01-02T04:00+01:00,2229.3,9766.3,0
2017-01-02T04:15+01:00,2005.9,9738.4,0
2017-01-02T04:30+01:00,2063,9556.1,0.1
2017-01-02T04:45+01:00,2118.9,9474.6,0.2
2017-01-02T05:00+01:00,2081.2,9491.8,0.3
2017-01-02T05:15+01:00,1975.7,9490.4,0.1
2017-01-02T05:30+01:00,2009.4,9505.6,0.1
2017-01-02T05:45+01:00,2084.5,9634.2,0.1
2017-01-02T06:00+01:00,2092.9,9689.4,0.1
2017-01-02T06:15+01:00,2108.1,9736.6,0.1
2017-01-02T06:30+01:00,2119,9691.2,0.1
2017-01-02T06:45+01:00,1861.3,9697.8,0.1
2017-01-02T07:00+01:00,1574.9,9817,0.1
2017-01-02T07:15+01:00,1624.8,9855.9,0.1
2017-01-02T07:30+01:00,1731.8,10102.1,0.2
2017-01-02T07:45+01:00,1804.3,10121.3,0.3
2017-01-02T08:00+01:00,1777.9,9863.2,17.5
2017-01-02T08:15+01:00,1683.4,9695.1,49.3
2017-01-02T08:30+01:00,1649.7,9535.8,111.5
2017-01-02T08:45+01:00,1622.9,9148.6,241.2
2017-01-02T09:00+01:00,1755.1,8815.8,445.9
2017-01-02T09:15+01:00,1888.9,8448.4,664
2017-01-02T09:30+01:00,2176.5,8141.3,886.3
2017-01-02T09:45+01:00,2324.6,8031.2,1131.5
2017-01-02T10:00+01:00,2429.2,7972.6,1362
2017-01-02T10:15+01:00,2442.7,7807.7,1580.4
2017-01-02T10:30+01:00,2493.7,7641,1795.6
2017-01-02T10:45+01:00,2576.9,7463.4,2027
2017-01-02T11:00+01:00,2724,7134.7,2218
2017-01-02T11:15+01:00,2763.3,7034.1,2469.3
2017-01-02T11:30+01:00,2732.3,6836.7,2731.9
2017-01-02T11:45+01:00,2905.5,6771,2855.3
2017-01-02T12:00+01:00,2901.3,6970.3,2970.1
2017-01-02T12:15+01:00,2864.8,7033.6,3038.1
2017-01-02T12:30+01:00,2839.5,7149.4,2974
2017-01-02T12:45+01:00,2828.7,7300.4,2919.4
2017-01-02T13:00+01:00,2808.1,7355.7,2771.6
2017-01-02T13:15+01:00,2410.5,7428.2,2657.3
2017-01-02T13:30+01:00,2355.8,7585.8,2471.9
2017-01-02T13:45+01:00,2666.9,7662.5,2254.7
2017-01-02T14:00+01:00,2739.8,7594.1,1991.8
2017-01-02T14:15+01:00,2733.7,7734,1690.8
2017-01-02T14:30+01:00,2702.1,7921.5,1413.8
2017-01-02T14:45+01:00,2619,7994.4,1161.4
2017-01-02T15:00+01:00,2527.1,7960.9,879.2
2017-01-02T15:15+01:00,2363.1,8000.9,587
2017-01-02T15:30+01:00,2476.4,7975.5,358.5
2017-01-02T15:45+01:00,2663.8,8064.6,201.6
2017-01-02T16:00+01:00,2585,8054.6,97
2017-01-02T16:15+01:00,2499.4,8202.7,45.3
2017-01-02T16:30+01:00,2594.1,8526.1,17.7
2017-01-02T16:45+01:00,2759.1,8672.3,3.3
2017-01-02T17:00+01:00,2799.3,8809.1,0.2
2017-01-02T17:15+01:00,2863,8873.7,0.1
2017-01-02T17:30+01:00,2940.2,9135.5,0.1
2017-01-02T17:45+01:00,2971.3,9529.1,0.1
2017-01-02T18:00+01:00,3035.3,9829.6,0.1
2017-01-02T18:15+01:00,3052.8,10208.1,0.1
2017-01-02T18:30+01:00,3048.5,10607.3,0.1
2017-01-02T18:45+01:00,2971.5,10731.1,0.1
2017-01-02T19:00+01:00,2882.5,10806.9,0.1
2017-01-02T19:15+01:00,2897.5,11067.7,0.1
2017-01-02T19:30+01:00,2855.7,11151.5,0.1
2017-01-02T19:45+01:00,2785.2,10938.5,0.1
2017-01-02T20:00+01:00,2898.7,11188.7,0.1
2017-01-02T20:15+01:00,2859.5,11156,0.1
2017-01-02T20:30+01:00,2842.1,11220.9,0.1
2017-01-02T20:45+01:00,2812.9,11297.6,0.1
2017-01-02T21:00+01:00,2764.9,11453.8,0.1
2017-01-02T21:15+01:00,2711.3,11561.1,0.1
2017-01-02T21:30+01:00,2620.8,11732.3,0.1
2017-01-02T21:45+01:00,2726.6,11800.9,0.1
2017-01-02T22:00+01:00,2761.8,11792.2,0
2017-01-02T22:15+01:00,2804.4,11997.1,0
2017-01-02T22:30+01:00,2786.5,12158.4,0
2017-01-02T22:45+01:00,2746.4,12136.9,0
2017-01-02T23:00+01:00,2678.9,12605.4,0
2017-01-02T23:15+01:00,2606.1,13061.3,0
2017-01-02T23:30+01:00,2582.3,13277,0
2017-01-02T23:45+01:00,2728.8,13485.3,0
2017-01-03T00:00+01:00,2631.2,13691.2,0
2017-01-03T00:15+01:00,2537.3,13887.5,0
2017-01-03T00:30+01:00,2501.8,14184.1,0
2017-01-03T00:45+01:00,2434.1,14339.6,0
2017-01-03T01:00+01:00,2396.2,14253.3,0
2017-01-03T01:15+01:00,2492.8,14220.2,0
2017-01-03T01:30+01:00,2512.6,14123,0
2017-01-03T01:45+01:00,2472.3,14283.1,0
2017-01-03T02:00+01:00,2514.5,14406.3,0
2017-01-03T02:15+01:00,2562.6,14424.7,0
2017-01-03T02:30+01:00,2563.3,14689.3,0
2017-01-03T02:45+01:00,2621.7,14899.5,0
2017-01-03T03:00+01:00,2619.5,15207.5,0
2017-01-03T03:15+01:00,2437.2,15354.1,0
