Date (GMT+1),Wind offshore,Wind onshore,Solar
,Power (MW),Power (MW),Power (MW)
2021-01-01T00:00+01:00,340,4236.6,0
2021-01-01T00:15+01:00,352.1,4095.5,0
2021-01-01T00:30+01:00,405,3814.6,0
2021-01-01T00:45+01:00,435.4,3689.5,0
2021-01-01T01:00+01:00,422.9,3706.5,0
2021-01-01T01:15+01:00,411.7,3620.6,0
2021-01-01T01:30+01:00,380.9,3498.1,0
2021-01-01T01:45+01:00,362,3398.1,0
2021-01-01T02:00+01:00,319.5,3330.4,0
2021-01-01T02:15+01:00,304.1,3278.6,0
2021-01-01T02:30+01:00,292.4,3204.5,0
2021-01-01T02:45+01:00,304.5,3080,0
2021-01-01T03:00+01:00,307.4,2989.3,0
2021-01-01T03:15+01:00,310.2,2842.7,0
2021-01-01T03:30+01:00,323.9,2705.1,0
2021-01-01T03:45+01:00,336.2,2625.6,0
2021-01-01T04:00+01:00,306.5,2588.5,0
2021-01-01T04:15+01:00,300.5,2496,0
2021-01-01T04:30+01:00,293.3,2446.1,1.5
2021-01-01T04:45+01:00,285.7,2396.6,1.5
2021-01-01T05:00+01:00,346.6,2291.4,1.6
2021-01-01T05:15+01:00,410.7,2163.5,1.6
2021-01-01T05:30+01:00,470.7,2095.4,1.6
2021-01-01T05:45+01:00,499.4,1992.5,1.7
2021-01-01T06:00+01:00,527.8,2033.9,1.6
2021-01-01T06:15+01:00,553.1,2013.7,1.5
2021-01-01T06:30+01:00,514.6,2050.1,1.5
2021-01-01T06:45+01:00,445.2,2000.2,1.5
2021-01-01T07:00+01:00,419.6,1923.9,1.5
2021-01-01T07:15+01:00,399.4,1991.1,1.6
2021-01-01T07:30+01:00,383.3,2005.9,1.6
2021-01-01T07:45+01:00,354.6,2004.8,1.9
2021-01-01T08:00+01:00,382.4,2034.6,27.6
2021-01-01T08:15+01:00,375.8,2063.7,100
2021-01-01T08:30+01:00,348.2,2124.8,254.2
2021-01-01T08:45+01:00,332.4,2121.6,541.8
2021-01-01T09:00+01:00,270.1,2180.4,917.8
2021-01-01T09:15+01:00,225.5,2185.8,1338.8
2021-01-01T09:30+01:00,217.9,2116.9,1839.7
2021-01-01T09:45+01:00,279.4,2065,2330.1
2021-01-01T10:00+01:00,392.4,2050.7,2837.4
2021-01-01T10:15+01:00,454.5,1963.9,3307.9
2021-01-01T10:30+01:00,463.9,1862.1,3791.6
2021-01-01T10:45+01:00,477,1831.4,4204.3
2021-01-01T11:00+01:00,489,1764,4598
2021-01-01T11:15+01:00,515.6,1687.1,4955.4
