Date (GMT+1),Wind offshore,Wind onshore,Solar
,Power (MW),Power (MW),Power (MW)
2019-01-01T00:00+01:00,3175.9,19191.3,0
2019-01-01T00:15+01:00,3173.6,19908.6,0
2019-01-01T00:30+01:00,3166.4,20658.8,0
2019-01-01T00:45+01:00,3017.7,21041.1,0
2019-01-01T01:00+01:00,2861.4,21400.7,0
2019-01-01T01:15+01:00,2866,21922.9,0
2019-01-01T01:30+01:00,2871.5,22491.8,0
2019-01-01T01:45+01:00,2871.8,22871.4,0
2019-01-01T02:00+01:00,2568.5,22911.9,0
2019-01-01T02:15+01:00,2387.9,23184.3,0
2019-01-01T02:30+01:00,2390.5,22859,0
2019-01-01T02:45+01:00,2492.8,23195.6,0
2019-01-01T03:00+01:00,2688.6,23856,0
2019-01-01T03:15+01:00,2704.9,24112.4,0
2019-01-01T03:30+01:00,2700.3,24558.4,0
2019-01-01T03:45+01:00,2690.7,24808.5,0
2019-01-01T04:00+01:00,2569.4,25655.5,0
2019-01-01T04:15+01:00,2615.1,26015,0
2019-01-01T04:30+01:00,2568.1,26372.7,0.2
2019-01-01T04:45+01:00,2556.3,26644.4,0.2
2019-01-01T05:00+01:00,2428.7,27414.8,0.2
2019-01-01T05:15+01:00,2418,27649,0.1
2019-01-01T05:30+01:00,2418.6,27902.5,0.2
2019-01-01T05:45+01:00,2242.2,27996.5,0.2
2019-01-01T06:00+01:00,1918.8,29040.5,0.2
2019-01-01T06:15+01:00,1938.6,29373.8,0.2
2019-01-01T06:30+01:00,1939,29743.3,0.1
2019-01-01T06:45+01:00,1922.3,29928.8,0.1
2019-01-01T07:00+01:00,1921.9,29994.3,0.1
2019-01-01T07:15+01:00,2036.8,30201.9,0.2
2019-01-01T07:30+01:00,2067.5,30337.5,0.2
2019-01-01T07:45+01:00,2152.3,30304.8,0.3
2019-01-01T08:00+01:00,2207.2,30648.8,9.1
2019-01-01T08:15+01:00,2210.4,30745.6,43.1
2019-01-01T08:30+01:00,2283.1,30738.6,117.3
2019-01-01T08:45+01:00,2111.9,31005.2,231.5
2019-01-01T09:00+01:00,2097.8,30889.5,375
2019-01-01T09:15+01:00,2027.1,30813.2,556.3
2019-01-01T09:30+01:00,2076.9,30410.9,798.5
2019-01-01T09:45+01:00,2099.4,30733.4,1031.1
2019-01-01T10:00+01:00,2146.2,31096.8,1281.8
2019-01-01T10:15+01:00,2174.8,31303,1496.3
2019-01-01T10:30+01:00,2143.2,31669,1688.9
2019-01-01T10:45+01:00,2169.1,31969.3,1911.4
2019-01-01T11:00+01:00,2623.4,32437.1,2083.4
2019-01-01T11:15+01:00,2773.8,32679.3,2349.1
2019-01-01T11:30+01:00,2753.6,33002.4,2527.4
2019-01-01T11:45+01:00,2741.5,33211.8,2556.1
2019-01-01T12:00+01:00,2740.2,33183.4,2642.4
2019-01-01T12:15+01:00,2527.6,33232.2,2637.8
2019-01-01T12:30+01:00,2481.6,33466,2586.5
2019-01-01T12:45+01:00,2334,33656.6,2523.5
2019-01-01T13:00+01:00,2285.3,33875.6,2410.7
2019-01-01T13:15+01:00,2297.1,33987.1,2421.9
2019-01-01T13:30+01:00,2268.2,34118.7,2300
2019-01-01T13:45+01:00,2294.1,34422.3,2066.4
2019-01-01T14:00+01:00,2279.8,34465.1,1831.5
2019-01-01T14:15+01:00,2261.5,34408.8,1580.9
2019-01-01T14:30+01:00,2243.3,34718.4,1322.2
2019-01-01T14:45+01:00,2203.3,34673.9,1028.8
2019-01-01T15:00+01:00,1982.5,34142.3,783.3
2019-01-01T15:15+01:00,2223.3,34180.8,573.2
2019-01-01T15:30+01:00,2115.9,34601.9,361.3
2019-01-01T15:45+01:00,2173.5,35132,179.9
2019-01-01T16:00+01:00,2096.6,35530.2,68.1
2019-01-01T16:15+01:00,2226.1,35609.3,18.3
2019-01-01T16:30+01:00,2264.8,35429,1.9
2019-01-01T16:45+01:00,2288.6,35569.3,0.3
2019-01-01T17:00+01:00,2293.9,35823.6,0.3
2019-01-01T17:15+01:00,2292.5,36121.8,0.2
2019-01-01T17:30+01:00,2229.4,36161.5,0.2
2019-01-01T17:45+01:00,2262.5,36098.6,0.2
2019-01-01T18:00+01:00,2272.6,36110,0.2
2019-01-01T18:15+01:00,2130.2,36153.3,0.2
2019-01-01T18:30+01:00,2236.8,36301.5,0.1
2019-01-01T18:45+01:00,2196.1,36203.8,0.2
2019-01-01T19:00+01:00,2112,35866.9,0.2
2019-01-01T19:15+01:00,2187.3,35762.8,0.1
2019-01-01T19:30+01:00,2237.2,35910.6,0.2
2019-01-01T19:45+01:00,2165.8,35930.6,0.1
2019-01-01T20:00+01:00,2135.6,36006.7,0.1
2019-01-01T20:15+01:00,2146.7,35832.8,0.1
2019-01-01T20:30+01:00,2232.7,35757.7,0.1
2019-01-01T20:45+01:00,2065.1,35654.4,0.1
2019-01-01T21:00+01:00,1845.5,35864.5,0.1
2019-01-01T21:15+01:00,1816.8,35861.1,0.1
2019-01-01T21:30+01:00,1855.7,35638.9,0.1
2019-01-01T21:45+01:00,1872.7,35468.9,0.1
2019-01-01T22:00+01:00,1867.5,34410.3,0
2019-01-01T22:15+01:00,1849.2,34663.1,0
2019-01-01T22:30+01:00,1827.5,34646.8,0
2019-01-01T22:45+01:00,1822.9,34964.7,0
2019-01-01T23:00+01:00,1672.5,34923.4,0
2019-01-01T23:15+01:00,1852.3,34856.9,0
2019-01-01T23:30+01:00,1743.3,34324.2,0
2019-01-01T23:45+01:00,1807.9,34413.4,0
2019-01-02T00:00+01:00,1670.3,33847.3,0
2019-01-02T00:15+01:00,1643.6,33245.7,0
2019-01-02T00:30+01:00,1680.8,32972.7,0
2019-01-02T00:45+01:00,1691.6,32562.6,0
2019-01-02T01:00+01:00,1778.3,31943.7,0
2019-01-02T01:15+01:00,1912.7,32202.1,0
2019-01-02T01:30+01:00,2118.8,31916.4,0
2019-01-02T01:45+01:00,2328.3,31682.8,0
2019-01-02T02:00+01:00,2320,31185.4,0
2019-01-02T02:15+01:00,2627.2,30965.2,0
2019-01-02T02:30+01:00,2775.4,30698.2,0
2019-01-02T02:45+01:00,2908.2,30249.4,0
2019-01-02T03:00+01:00,2973.3,29934,0
2019-01-02T03:15+01:00,3066.8,29738.3,0
2019-01-02T03:30+01:00,3072.7,29730.1,0
2019-01-02T03:45+01:00,3086.8,29674.2,0
2019-01-02T04:00+01:00,3098,29797.8,0
2019-01-02T04:15+01:00,3084.5,29938.8,0
2019-01-02T04:30+01:00,3081.7,30110.2,0.1
2019-01-02T04:45+01:00,3106.8,29893.1,0.2
2019-01-02T05:00+01:00,3167.7,30231.3,0.2
2019-01-02T05:15+01:00,3187.2,30333.5,0.2
2019-01-02T05:30+01:00,3254.7,30699.1,0.2
2019-01-02T05:45+01:00,3427.1,30793.7,0.2
2019-01-02T06:00+01:00,3693.8,31057.5,0.2
2019-01-02T06:15+01:00,3918.5,31062.9,0.2
2019-01-02T06:30+01:00,3910.1,31142.9,0.2
2019-01-02T06:45+01:00,3972.4,31084.4,0.2
2019-01-02T07:00+01:00,4423,31010.7,0.2
2019-01-02T07:15+01:00,4579.1,30914.6,0.2
2019-01-02T07:30+01:00,4580.3,30754.9,0.3
2019-01-02T07:45+01:00,4595.3,30287.8,0.5
2019-01-02T08:00+01:00,4535.5,30019.8,9.3
2019-01-02T08:15+01:00,4274.7,29866,36.3
2019-01-02T08:30+01:00,4256.1,29856.3,127.1
2019-01-02T08:45+01:00,4261.4,29575.1,343.9
2019-01-02T09:00+01:00,4248.1,29314.6,746.1
2019-01-02T09:15+01:00,4249.5,28879.7,1317.3
2019-01-02T09:30+01:00,4233.9,28509.9,2005.4
2019-01-02T09:45+01:00,4186,28346.6,2733.1
2019-01-02T10:00+01:00,4173.4,28348.5,3532.3
2019-01-02T10:15+01:00,4147.4,28293.8,4385.7
2019-01-02T10:30+01:00,4118.6,28108.1,5285
2019-01-02T10:45+01:00,4040.7,27818.4,5983.7
2019-01-02T11:00+01:00,3947.4,28040.9,6748.9
2019-01-02T11:15+01:00,3852.8,28284.8,7149.3
2019-01-02T11:30+01:00,3692.8,28545.9,7555.9
2019-01-02T11:45+01:00,3529.5,28632.8,7801.1
2019-01-02T12:00+01:00,3413,28858.4,7977.1
2019-01-02T12:15+01:00,3347.2,28927.8,8064.3
2019-01-02T12:30+01:00,3396.6,28945,8035.2
2019-01-02T12:45+01:00,3385.2,28727.3,8035
2019-01-02T13:00+01:00,3278.5,28608,7812.9
2019-01-02T13:15+01:00,3198,28491.1,7438.8
2019-01-02T13:30+01:00,3137.3,28341.5,7050.5
2019-01-02T13:45+01:00,3040.1,27799.5,6502.8
2019-01-02T14:00+01:00,3132.4,27251.8,6044.6
2019-01-02T14:15+01:00,2970.4,26761.6,5297.4
2019-01-02T14:30+01:00,2857.6,26275.3,4504.7
2019-01-02T14:45+01:00,2895.4,25663,3722.8
2019-01-02T15:00+01:00,3006,24794.3,2827.4
2019-01-02T15:15+01:00,3070.5,24003.9,1939.2
2019-01-02T15:30+01:00,3247,23818,1259.2
2019-01-02T15:45+01:00,3125.5,23697.2,712.8
2019-01-02T16:00+01:00,2861.8,23238.8,263
2019-01-02T16:15+01:00,2931.1,22685.6,78.3
2019-01-02T16:30+01:00,2791.3,22322.2,10.4
2019-01-02T16:45+01:00,2935.7,22162,0.6
2019-01-02T17:00+01:00,3051.8,22017.4,0.5
2019-01-02T17:15+01:00,3011,21697.6,0.4
2019-01-02T17:30+01:00,2802.1,21278.3,0.3
2019-01-02T17:45+01:00,2554.5,20970.5,0.2
2019-01-02T18:00+01:00,2530.3,20558.1,0.2
2019-01-02T18:15+01:00,2614.8,20157.6,0.2
2019-01-02T18:30+01:00,2731.7,19520,0.2
2019-01-02T18:45+01:00,2905.3,18964.1,0.2
2019-01-02T19:00+01:00,2911.6,18424.6,0.2
2019-01-02T19:15+01:00,2985.4,18075.5,0.2
2019-01-02T19:30+01:00,3003.4,17546.3,0.2
2019-01-02T19:45+01:00,2930.3,17202.1,0.2
2019-01-02T20:00+01:00,2799.9,16916.7,0.2
2019-01-02T20:15+01:00,2552.9,16670.5,0.2
2019-01-02T20:30+01:00,2724.4,16247,0.2
2019-01-02T20:45+01:00,2761.9,15925.1,0.2
2019-01-02T21:00+01:00,2618.5,15566.1,0.2
2019-01-02T21:15+01:00,2706.1,15078.8,0.2
2019-01-02T21:30+01:00,3026.6,14610.9,0.2
2019-01-02T21:45+01:00,3035.1,14371.1,0.2
2019-01-02T22:00+01:00,3089.9,14044.5,0
2019-01-02T22:15+01:00,3046,13623.8,0
2019-01-02T22:30+01:00,3221.6,13350.7,0
2019-01-02T22:45+01:00,2867.2,13073.8,0
2019-01-02T23:00+01:00,2902.4,12815.4,0
2019-01-02T23:15+01:00,2751.4,12590.2,0
2019-01-02T23:30+01:00,2714.5,12498.4,0
2019-01-02T23:45+01:00,2900.5,12335.5,0
2019-01-03T00:00+01:00,3056.8,12195.1,0
2019-01-03T00:15+01:00,3316.6,11946.3,0
2019-01-03T00:30+01:00,3144.1,11726.6,0
2019-01-03T00:45+01:00,3302.4,11500.9,0
2019-01-03T01:00+01:00,3619.9,11475.6,0
2019-01-03T01:15+01:00,3760.2,11396.6,0
2019-01-03T01:30+01:00,3926,11162.8,0
2019-01-03T01:45+01:00,3954.3,10965.9,0
2019-01-03T02:00+01:00,3651.9,10938.3,0
2019-01-03T02:15+01:00,3913.3,10894.3,0
2019-01-03T02:30+01:00,3831.5,10884,0
2019-01-03T02:45+01:00,3692.1,10750.3,0
2019-01-03T03:00+01:00,3854,10779.4,0
2019-01-03T03:15+01:00,4131.5,10920.6,0
2019-01-03T03:30+01:00,4074.8,11078.2,0
2019-01-03T03:45+01:00,4181.4,11277.8,0
2019-01-03T04:00+01:00,3935.1,11365.8,0
2019-01-03T04:15+01:00,4146.3,11499,0
2019-01-03T04:30+01:00,4229.1,11817.6,0.2
2019-01-03T04:45+01:00,4290.4,11904.7,0.2
2019-01-03T05:00+01:00,4377.8,11945.7,0.2
2019-01-03T05:15+01:00,4390.4,12036.8,0.2
2019-01-03T05:30+01:00,4470.4,12121.9,0.2
2019-01-03T05:45+01:00,4252.2,12226.3,0.2
2019-01-03T06:00+01:00,4267,12371.8,0.2
2019-01-03T06:15+01:00,4291.5,12397.4,0.2
2019-01-03T06:30+01:00,4252.2,12442.7,0.2
2019-01-03T06:45+01:00,4016.2,12465.4,0.2
2019-01-03T07:00+01:00,4072.1,12477.9,0.2
2019-01-03T07:15+01:00,4187.9,12670.3,0.2
2019-01-03T07:30+01:00,4142.7,12716,0.3
2019-01-03T07:45+01:00,4044.6,12653.8,0.3
2019-01-03T08:00+01:00,4031.1,12634.2,9.9
2019-01-03T08:15+01:00,4040.7,12654.5,61.7
2019-01-03T08:30+01:00,4037.4,12481.8,228.6
2019-01-03T08:45+01:00,4075.2,12321,555.5
2019-01-03T09:00+01:00,3810.4,12339.6,1047.8
2019-01-03T09:15+01:00,3634.2,12094.3,1589
2019-01-03T09:30+01:00,3688,11760.4,2127.2
2019-01-03T09:45+01:00,3424.8,11141.3,2743.7
2019-01-03T10:00+01:00,3340.2,10669.3,3310.4
2019-01-03T10:15+01:00,3276.2,10268,3875.8
2019-01-03T10:30+01:00,3100.7,9915.7,4369.5
2019-01-03T10:45+01:00,2847.2,9499.9,4812.4
2019-01-03T11:00+01:00,2746.6,9021.4,5118.8
2019-01-03T11:15+01:00,2711.6,8675.9,5550
2019-01-03T11:30+01:00,2549.1,8459.2,5796.1
2019-01-03T11:45+01:00,2327,8253,5800.3
2019-01-03T12:00+01:00,2452.5,7962.3,5765.2
2019-01-03T12:15+01:00,2293.8,7843.4,5726.6
2019-01-03T12:30+01:00,1996.4,7617.8,5568.4
2019-01-03T12:45+01:00,1993.6,7454.1,5375.7
2019-01-03T13:00+01:00,1877,7206.6,5207.7
2019-01-03T13:15+01:00,1733.9,7077,5000.9
2019-01-03T13:30+01:00,1814.9,6787.2,4766.3
2019-01-03T13:45+01:00,1738.4,6726.7,4375.5
2019-01-03T14:00+01:00,1738.2,6462.2,3970.8
2019-01-03T14:15+01:00,1790.9,6353.3,3408.7
2019-01-03T14:30+01:00,1764.1,6219.4,2812.7
2019-01-03T14:45+01:00,1723.1,6211.8,2209
2019-01-03T15:00+01:00,1719.9,6257.8,1599.9
2019-01-03T15:15+01:00,1619,6479.8,1078.3
2019-01-03T15:30+01:00,1495,6573.7,686.8
2019-01-03T15:45+01:00,1494.3,6853,371.2
2019-01-03T16:00+01:00,1457.9,7157.5,142.4
2019-01-03T16:15+01:00,1519.4,7348.4,35.1
2019-01-03T16:30+01:00,1438.4,7582.4,2.7
2019-01-03T16:45+01:00,1437.3,7870.4,0.5
2019-01-03T17:00+01:00,1452.9,8346.7,0.3
2019-01-03T17:15+01:00,1396.3,8688.6,0.3
2019-01-03T17:30+01:00,1305.1,8840.1,0.3
2019-01-03T17:45+01:00,1300.3,8940.6,0.3
2019-01-03T18:00+01:00,1302.7,8968.6,0.2
2019-01-03T18:15+01:00,1325.4,9060.9,0.2
2019-01-03T18:30+01:00,1385.8,9106.1,0.2
2019-01-03T18:45+01:00,1557.6,9002.4,0.2
2019-01-03T19:00+01:00,1695.7,8868.4,0.2
2019-01-03T19:15+01:00,1692.9,8789.7,0.2
2019-01-03T19:30+01:00,1696.5,8683,0.2
2019-01-03T19:45+01:00,1664.3,8591.2,0.2
2019-01-03T20:00+01:00,1686.4,8530.2,0.2
2019-01-03T20:15+01:00,1664.7,8564.3,0.2
2019-01-03T20:30+01:00,1592.3,8558,0.2
2019-01-03T20:45+01:00,1685.6,8558.5,0.2
2019-01-03T21:00+01:00,1472.2,8450.4,0.2
2019-01-03T21:15+01:00,1311.6,8257.2,0.2
2019-01-03T21:30+01:00,1216.2,8052.8,0.2
2019-01-03T21:45+01:00,1228,7842.3,0.2
2019-01-03T22:00+01:00,1201.8,7465.4,0
2019-01-03T22:15+01:00,1317.2,7216.4,0
